UUID,STORED_PROCEDURE,PIVOT,COL_SCAN,FILES_SCANNED,WINDOW_FUNCTIONS,IN_SPROC,TABLE_ROWS,USAGE_TRACKING_REWRITERULES,STATEMENT_TYPE_ID,AGGREGATION_PLACEMENT,SAMPLE_CLAUSE,FILTER_PULLUP_FLATTEN,DUR_COMPILING,WAREHOUSE_SIZE,UNPIVOT,IS_RESTART,RECURSIVE_WITH,CONNECT_BY,LIMIT_PROJECTION_PUSHDOWN,FILTER_PUSHDOWN,LIMIT_NARY_UNION_ALL_PUSHDOWN,RUNTIME_PRUNING_MULTIPLE_BLOOM_FILTERS,IS_CACHE_HIT,NUM_TABLES,COL_PART_KEY,COL_JOIN_KEY,BYTES_SCANNED,TABLE_FILES,TOTAL_DURATION,FILTER_PUSHDOWN_FLATTEN,JAVASCRIPT,COL_GROUP_KEY,PRODUCED_ROWS,BLOOM_FILTER_HASH_SHARING,STORED_PROCEDURE_CHILD_JOB,JOIN_SKEW_HANDLING,BCAST_FAST_HT_MERGE,SMART_SCAN,USAGE_TRACKING_COMPILE,COL_JOIN_FILTER,AGGREGATION_ELIMINATION,DUR_GS_EXECUTING,SERVER_COUNT,USAGE_TRACKING_VISITORS,ROWS_SCANNED,IN_TASK,USAGE_TRACKING_IOEVENTS,DUR_XP_EXECUTING,QUALIFY_CLAUSE,COL_PART_ORDER_KEY,NARY_UNION_ALL,COL_PRUNING,LIMIT_LEFT_OUTER_JOIN_PUSHDOWN,COL_ORDER_KEY,HAS_OLTP_FLAG,HAS_RESTART,GS_JOB_CREDITS,JOB_CREDITS,NUM_EXTERNAL_TABLES,NUM_MVS,NUM_DATA_SHARING_TABLES,JOB_CREDITS,NUM_MVS_ON_EXTERNAL_TABLES,NUM_COPY_TARGET_TABLES,NUM_DATA_LAKE_TARGET_TABLES,VARIANT_COLUMN_ACCESS,QUEUE_TIME,XP_JOB_CREDITS,NUM_SO_MVS,NUM_CLUSTERED_OBJECTS,LATEST_CLUSTER_NUMBER,GS_MICRO_CREDITS,IO_REMOTE_EXTERNAL_WRITE_BYTES,JOB_WRITE_BYTES,JOB_READ_BYTES,NUM_CLONED_OBJECTS,FILES_CREATED,FILES_REGISTERED,GS_COPY_LOADABLE_EXTERNAL_FILES,FILTERED_FILES,STATS_FILES_SCANNED,NUM_MASKED_TABLES,SCAN_RSO,NUM_SHARED_TABLES_WITH_JOBS,NUM_TABLES_IN_SHARE,IS_ACCELERATED,NUM_TABLES_WITH_DS_TOOL_JOBS,FILES_ASSIGNED_TO_SCAN,EXTERNAL_FUNCTIONS,PYTHON_FUNCTIONS,JAVA_FUNCTIONS,NUM_ACCOUNT_USAGE_TABLES,NUM_TAGGED_TABLES,PYTHON_DS_FUNCTIONS
01aa238c-3201-9906-0092-fd05a2f3902b,,,10,0,,FALSE,0,,12544,,,,100,4,,FALSE,,,,,,,FALSE,1,0,0,0,0,4034,,,0,0,,,,,,,0,,61,1,,0,FALSE,,26,,0,,0,,0,FALSE,FALSE,3.6e-05,5.174e-05,0,0,0,5.174e-05,0,0,0,0,3761,1.574e-05,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2432-3201-995a-0000-264d686ba652,,,0,0,,FALSE,0,,12544,,,,27,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,153,,,0,0,,,,,,,0,,13,1,,0,FALSE,,55,,0,,0,,0,FALSE,FALSE,1.5e-05,2.718055556e-05,0,0,0,2.718055556e-05,0,0,0,0,0,1.218055556e-05,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2502-3201-989a-0000-1c2d40844d86,,,3,0,,TRUE,0,,12544,,,,77,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,387,,,0,14290,,,,,,,0,,60,1,,0,TRUE,,133,,0,,0,,0,FALSE,FALSE,3.7e-05,0.0004298166667,0,0,0,0.0004298166667,0,0,0,0,0,0.0003928166667,0,0,0,37,0,712864,237568,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2618-3201-98f9-0092-fd05a50d391f,,,0,0,,FALSE,0,,12544,,,,172,4,,FALSE,,,,,,,FALSE,1,0,0,0,0,726,,,0,0,,,,,,,0,,46,1,,0,FALSE,,10,,0,,1,,0,FALSE,FALSE,0.000109,0.000109,0,0,0,0.000109,0,0,0,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2719-3201-9af9-0000-7b1d005e8796,,,1,1,,FALSE,10000,,12544,,,,94,1,,FALSE,,,,,,,FALSE,1,0,0,692224,1,468,,,0,10000,,,,,,,0,,29,1,,10000,FALSE,,165,,0,,0,,0,FALSE,FALSE,4.4e-05,0.001667801111,0,0,1,0.001667801111,0,0,0,0,0,0.001623801111,0,0,0,44,0,198656,28672,0,1,1,0,0,1,0,0,0,1,FALSE,0,1,0,0,0,0,0,0
01aa2880-3201-98f9-0092-fd05a718ba57,,,2,0,,FALSE,0,,12544,,,,116,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,9058,,,0,1,,,,,,,0,,15,1,,0,FALSE,,164,,0,,5,,0,FALSE,FALSE,3.4e-05,8.032333333e-05,0,0,0,8.032333333e-05,0,0,0,2,8668,4.632333333e-05,0,0,0,34,0,5120,2560,0,1,1,0,1,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2480-3201-995a-0000-05f180886022,,,34,8,,TRUE,1192730,,12544,,,,204,2,,FALSE,,,,,,,FALSE,2,0,2,107821568,8,568,,,1,3,,,,,,,0,,103,2,,1192730,TRUE,,126,,0,,4,,0,FALSE,FALSE,6.7e-05,7.519e-05,0,0,0,7.519e-05,0,0,0,0,0,8.19e-06,0,1,0,67,0,15360,8704,0,1,1,0,0,2,0,0,0,2,FALSE,0,9,0,0,0,0,0,0
01aa24e5-3201-98a1-0001-36a200191bc6,,,4,0,,FALSE,0,,12544,,,,68,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,441,,,0,19731,,,,,,,0,,52,1,,0,FALSE,,151,,0,,0,,0,FALSE,FALSE,4e-05,0.000795295,0,0,0,0.000795295,0,0,0,0,0,0.000755295,0,0,0,40,0,257024,128512,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa257d-3201-99c8-0000-c1e99e4559ae,,,0,0,,FALSE,0,,12544,,,,51,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,291,,,0,1,,,,,,,0,,45,1,,0,FALSE,,91,,0,,0,,0,FALSE,FALSE,3e-05,7.375222221e-05,0,0,0,7.375222221e-05,0,0,0,0,0,4.375222221e-05,0,0,0,30,0,3072,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2837-3201-9906-0092-fd05a6d9fb37,,,0,0,,FALSE,0,,12544,,,,47,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,443,,,0,1,,,,,,,0,,43,1,,0,FALSE,,69,,0,,0,,0,FALSE,FALSE,3.1e-05,5.938444444e-05,0,0,0,5.938444444e-05,0,0,0,0,164,2.838444444e-05,0,0,0,31,0,8192,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa264d-3201-9903-0000-022d4f7abf0a,,,2,0,,FALSE,0,,12544,,,,54,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,438,,,0,67,,,,,,,0,,50,1,,0,FALSE,,126,,0,,0,,0,FALSE,FALSE,4.7e-05,0.0001474666667,0,0,0,0.0001474666667,0,0,0,0,0,0.0001004666667,0,0,0,47,0,6144,3072,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2805-3201-9907-0092-fd05a6b3962b,,,0,0,,FALSE,0,,12544,,,,42,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,96,,,0,0,,,,,,,0,,10,1,,0,FALSE,,11,,0,,0,,0,FALSE,FALSE,1.3e-05,1.3e-05,0,0,0,1.3e-05,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0
01aa2687-3201-9997-0000-04f9051cf972,,,4,0,,FALSE,0,,12544,,,,58,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,399,,,0,5278,,,,,,,0,,63,1,,0,FALSE,,76,,0,,0,,0,FALSE,FALSE,4.7e-05,0.000166,0,0,0,0.000166,0,0,0,0,0,0.000119,0,0,0,47,0,574464,287232,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa264e-3201-9abe-0000-c1e99e4f1216,,,27,1548,,FALSE,8391096,,12544,,,,501,32,,FALSE,,,,,,,FALSE,2,0,4,6378460672,17829,10346,,,2,944,,,,,,,3,,109,32,,4970926,FALSE,,9453,,0,,1,,2,FALSE,FALSE,0.000136,0.09787078222,0,0,0,0.09787078222,0,0,0,0,0,0.09773478222,0,0,0,136,155508640,3808743328,3350821376,0,157,157,0,0,1605,0,68264,0,0,FALSE,0,1605,0,0,1,0,0,0
01aa2408-3201-98c7-000e-2901e686734f,,,2,0,,TRUE,0,,12544,,,,20,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,520,,,0,2,,,,,,,0,,59,1,,0,TRUE,,88,,0,,0,,0,FALSE,FALSE,6.3e-05,7.766333333e-05,0,0,0,7.766333333e-05,0,0,0,0,0,1.466333333e-05,0,0,0,63,0,3072,1024,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2476-3201-9909-0000-3941d9091226,,,57,1,,FALSE,28,,12544,,,,88,2,,FALSE,,,,,,,FALSE,1,0,0,28160,1,526,,,0,10964,,,,,,,0,,62,2,,28,FALSE,,265,,0,,1,,0,FALSE,FALSE,4e-05,0.0001024,0,0,0,0.0001024,0,1,0,0,0,6.24e-05,0,0,1,40,0,1240736,441344,0,1,1,0,0,2,0,0,0,0,FALSE,0,2,0,0,0,0,0,0
01aa25bc-3201-993e-0000-8f193a54a79e,,,19,0,,FALSE,0,,12544,,,,89,2,,FALSE,,,,,,,FALSE,0,0,0,0,0,516,,,0,7468,,,,,,,0,,67,1,,0,FALSE,,228,,0,,0,,0,FALSE,FALSE,4.2e-05,0.00026094,0,0,0,0.00026094,0,0,0,0,0,0.00021894,0,0,0,42,0,1780736,885760,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa25b0-3201-9904-0092-fd05a4bd467f,,,5,0,,FALSE,0,,12544,,,,96,8,,FALSE,,,,,,,FALSE,0,0,0,0,0,397,,,0,1,,,,,,,0,,12,1,,0,FALSE,,152,,0,,5,,0,FALSE,FALSE,3.7e-05,0.0001260333333,0,0,0,0.0001260333333,0,0,0,2,0,8.903333333e-05,0,0,2,37,0,5120,439296,0,1,1,0,2,2,0,0,0,1,FALSE,0,2,0,0,0,0,0,0
01aa27c4-3201-99c8-0000-0671c7e87922,,,0,0,,FALSE,0,,12544,,,,26,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,260,,,0,1,,,,,,,0,,27,1,,0,FALSE,,63,,0,,0,,0,FALSE,FALSE,2.9e-05,6.193333333e-05,0,0,0,6.193333333e-05,0,0,0,0,0,3.293333333e-05,0,0,0,29,0,6144,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa26c6-3201-99c8-0000-0671c7d57566,,,0,0,,FALSE,0,,12544,,,,26,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,320,,,0,1,,,,,,,0,,44,1,,0,FALSE,,95,,0,,0,,0,FALSE,FALSE,3.4e-05,9.058333333e-05,0,0,0,9.058333333e-05,0,0,0,0,0,5.658333333e-05,0,0,0,34,0,6144,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2346-3201-995a-0000-4e0d41ad2516,,,19,0,,FALSE,0,,12544,,,,30,2,,FALSE,,,,,,,FALSE,0,0,0,0,0,360,,,0,1,,,,,,,0,,43,1,,0,FALSE,,158,,0,,0,,0,FALSE,FALSE,3.1e-05,0.0002761633333,0,0,0,0.0002761633333,0,0,0,0,0,0.0002451633333,0,0,0,31,0,11264,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa286e-3201-98d1-0000-8dc984897f92,,,17,0,,TRUE,0,,12544,,,,82,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,568,,,0,29455,,,,,,,0,,29,1,,0,FALSE,,301,,0,,0,,0,FALSE,FALSE,4.1e-05,0.00014135,0,0,0,0.00014135,0,0,0,0,0,0.00010035,0,0,0,41,0,2050048,1024512,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2801-3201-9904-0092-fd05a6aeab47,,,18,158,,FALSE,1198171,,12544,,,,138,8,,FALSE,,,,,,,FALSE,1,0,0,11896832,301,685,,,5,843,,,,,,,0,,38,8,,3169,FALSE,,267,,0,,3,,0,FALSE,FALSE,4.2e-05,0.00044208,0,0,0,0.00044208,0,0,0,1,139,0.00040008,0,1,0,42,0,108032,11404288,0,4,4,0,314,161,0,291,0,0,FALSE,0,161,0,0,0,0,0,0
01aa28a9-3201-9a37-0005-85012afe3f7f,,,11,27,,FALSE,1100911,,12544,,,,405,8,,FALSE,,,,,,,FALSE,2,1,4,276137472,16,6001,,,0,731301,,,,,,,0,,39,6,,1832213,FALSE,,5392,,1,,2,,0,FALSE,FALSE,9.3e-05,0.02656057333,0,0,0,0.02656057333,0,0,0,0,0,0.02646757333,0,0,0,93,0,428911136,134784000,0,24,24,0,0,27,0,3958,0,0,FALSE,0,27,0,0,0,0,0,0
01aa2750-3201-9900-0092-fd05a6176f6f,,,6,21,,FALSE,142708,,12544,,,,233,8,,FALSE,,,,,,,FALSE,1,0,0,1005568,24,4148,,,6,0,,,,,,,0,,27,7,,55211,FALSE,,125,,0,,3,,0,FALSE,FALSE,4.9e-05,0.0001977466667,0,0,0,0.0001977466667,0,0,0,2,3696,0.0001487466667,0,1,0,49,0,127136,899232,0,0,0,0,21,21,0,100,0,0,FALSE,0,21,0,0,0,0,0,0
01aa271c-3201-9868-0000-4e1d18aba9ca,,,18,1,,FALSE,6,,12544,,,,200,1,,FALSE,,,,,,,FALSE,1,0,2,3584,1,458,,,1,6,,,,,,,0,,32,1,,6,FALSE,,85,,0,,1,,0,FALSE,FALSE,5.4e-05,0.000161,0,0,0,0.000161,0,0,0,0,0,0.000107,0,0,0,54,0,8192,11776,0,1,1,0,2,3,0,0,0,0,FALSE,0,3,0,0,0,0,0,0
01aa2380-3201-9868-0000-9d7d24951bbe,,,24,0,,FALSE,0,,12544,,,,73,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,441,,,0,18752,,,,,,,0,,35,1,,0,FALSE,,230,,0,,0,,0,FALSE,FALSE,3.2e-05,0.000171,0,0,0,0.000171,0,0,0,0,0,0.000139,0,0,0,32,0,1027072,513536,0,1,1,0,0,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa23d9-3201-98a1-0000-fd5906e56806,,,10,1,,FALSE,1,,12544,,,,123,1,,FALSE,,,,,,,FALSE,1,0,0,3072,1,412,,,0,5862,,,,,,,0,,25,1,,1,FALSE,,129,,0,,0,,0,FALSE,FALSE,4.3e-05,0.000189625,0,0,0,0.000189625,0,0,0,0,0,0.000146625,0,0,0,43,0,633856,320000,0,1,1,0,0,2,0,0,0,0,FALSE,0,2,0,0,0,0,0,0
01aa275e-3201-982a-0000-4545310c1b1a,,,8,1,,FALSE,13,,12544,,,,2003,1,,FALSE,,,,,,,FALSE,2,0,5,1536,1,4016,,,5,79833,,,,,,,0,,134,1,,13,TRUE,,1719,,0,,0,,4,FALSE,FALSE,0.00036,0.001097226667,0,0,0,0.001097226667,0,0,0,1,0,0.0007372266667,0,0,1,360,0,266840256,264389632,0,1,1,0,90,46,0,921,0,0,FALSE,0,46,0,0,0,0,0,0
01aa26d3-3201-9900-0092-fd05a5ae6ac7,,,18,2,,FALSE,40529,,12544,,,,170,8,,FALSE,,,,,,,FALSE,1,0,0,1101824,6,4919,,,5,45,,,,,,,0,,43,2,,6246,FALSE,,231,,0,,3,,0,FALSE,FALSE,5.3e-05,0.0002609288889,0,0,0,0.0002609288889,0,0,0,1,4339,0.0002079288889,0,1,0,53,0,28672,212480,0,1,1,0,2,3,0,0,0,0,FALSE,0,3,0,0,0,0,0,0
01aa287d-3201-9900-0092-fd05a7150643,,,1,1,,FALSE,291,,12544,,,,197,8,,FALSE,,,,,,,FALSE,1,0,0,87552,1,639,,,0,291,,,,,,,0,,13,1,,291,FALSE,,274,,0,,0,,0,FALSE,FALSE,5.5e-05,0.0002083333333,0,0,0,0.0002083333333,0,1,0,1,0,0.0001533333333,0,0,3,55,0,261632,87552,0,1,1,0,1,1,0,0,0,0,FALSE,0,1,0,0,0,0,0,0
01aa2828-3201-98c8-0000-845180a3a1fe,,,97,380,,TRUE,1113719267,,12544,,,,1973,16,,FALSE,,,,,,,FALSE,4,0,14,4597342720,2951,3489,,,0,3955,,,,,,,0,,38,16,,140403505,FALSE,,1344,,0,,5,,0,FALSE,FALSE,0.000327,0.002638008889,0,0,0,0.002638008889,0,0,0,0,0,0.002311008889,0,1,0,327,0,741024,1485587104,0,5,5,0,639,383,0,2901,0,5,FALSE,0,384,0,0,0,0,0,0
01aa284d-3201-9904-0092-fd05a6f4ffe3,,,0,0,,FALSE,0,,12544,,,,63,4,,FALSE,,,,,,,FALSE,0,0,0,0,0,331,,,0,1,,,,,,,0,,25,1,,0,FALSE,,109,,0,,0,,0,FALSE,FALSE,3.4e-05,6.238444444e-05,0,0,0,6.238444444e-05,0,0,0,0,0,2.838444444e-05,0,0,3,34,0,5120,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa26f0-3201-9868-0000-838d2d468b56,,,22,0,,FALSE,0,,12544,,,,94,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,436,,,0,1,,,,,,,0,,26,1,,0,FALSE,,93,,0,,0,,0,FALSE,FALSE,5.1e-05,0.0001217316667,0,0,0,0.0001217316667,0,0,0,0,0,7.073166666e-05,0,0,0,51,0,16384,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa273f-3201-9868-0000-93152d2fe38e,,,3,0,,FALSE,0,,12544,,,,22,1,,FALSE,,,,,,,FALSE,0,0,0,0,0,286,,,0,1,,,,,,,0,,17,1,,0,FALSE,,100,,0,,0,,0,FALSE,FALSE,2.8e-05,4.752777778e-05,0,0,0,4.752777778e-05,0,0,0,0,0,1.952777778e-05,0,0,1,28,0,3072,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa2625-3201-9904-0092-fd05a51cd4ff,,,0,0,,FALSE,0,,12544,,,,80,8,,FALSE,,,,,,,FALSE,0,0,0,0,0,3255,,,0,0,,,,,,,0,,35,1,,0,FALSE,,11,,0,,0,,0,FALSE,FALSE,2.5e-05,3.938222222e-05,0,0,0,3.938222222e-05,0,0,0,0,3080,1.438222222e-05,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0
01aa23dd-3201-9906-0092-fd05a34178c7,,,12,2,,FALSE,83592435,,12544,,,,430,2,,FALSE,,,,,,,FALSE,1,0,0,3332608,11373,7494,,,0,7,,,,,,,0,,46,2,,8603,FALSE,,768,,0,,4,,0,FALSE,FALSE,8.8e-05,0.0003133855556,0,0,0,0.0003133855556,0,0,0,4,6148,0.0002253855556,0,1,0,88,0,62976,3075072,0,1,1,0,22,3,0,402,0,0,FALSE,0,3,0,0,0,0,0,0
01aa2759-3201-990d-0000-00c443a9fa26,,,12,0,,FALSE,0,,12544,,,,60,2,,FALSE,,,,,,,FALSE,0,0,0,0,0,750,,,0,17228,,,,,,,0,,34,1,,0,FALSE,,543,,0,,0,,0,FALSE,FALSE,3.1e-05,0.0001739061111,0,0,0,0.0001739061111,0,0,0,2,0,0.0001429061111,0,0,2,31,0,4617376,1539072,0,1,1,0,0,1,0,100,0,0,FALSE,0,1,0,0,0,0,0,0
